,Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,type,district,area_comfort
271,104700.0,1,2380.0,14,19,2020,44.0,18.0,11.0,Бульварно-Кудрявська,вулиця,Шевченківський,15.0
272,37000.0,1,925.0,11,25,None,40.0,,10.0,Кайсарова,вулиця,"Голосіївський,Солом'янський",
273,85000.0,2,1328.0,4,24,None,64.0,30.0,20.0,Дніпровська,вулиця,Оболонський,14.0
274,46000.0,3,767.0,1,5,1965,60.0,40.0,8.0,Перова,бульвар,Дніпровський,12.0
275,150000.0,3,1500.0,4,25,2016,100.0,53.0,15.0,Глушкова,,,32.0
276,52500.0,2,1050.0,9,9,1973,50.0,30.0,,Рокосовського,,,
277,120000.0,2,1379.0,20,25,2013,87.0,40.0,20.0,Саперно-Слобідська,вулиця,Голосіївський,27.0
278,38000.0,1,1118.0,4,9,1979,34.0,18.0,7.0,Миколи Кибальчича,,,9.0
279,45000.0,3,750.0,9,9,1980,60.0,40.0,7.0,Миколи Ушакова,,,13.0
280,250000.0,3,1538.0,10,22,2001,,50.0,20.0,Антоновича,вулиця,"Голосіївський, Печерський",
281,185000.0,3,1745.0,18,25,2014,106.0,,,Богданівська,вулиця,Солом'янський,
282,68000.0,2,1030.0,10,26,2020,66.0,27.0,24.0,,,,15.0
283,57000.0,1,1295.0,9,25,2019,44.0,,16.0,Сверстюка,,,
284,52500.0,2,721.0,7,25,2021,,30.0,18.0,Ревуцького,вулиця,Дарницький,
285,250000.0,4,1923.0,7,22,2010,130.0,50.0,50.0,Ованеса Туманяна,,,30.0
286,540000.0,4,4000.0,4,14,2019,135.0,,,Саперне Поле,вулиця,Печерський,
287,120000.0,3,945.0,12,16,1997,127.0,,14.0,Григоренка,,,
288,55999.0,1,1400.0,13,14,2020,40.0,22.0,6.0,Гречка,,,12.0
289,68800.0,3,1110.0,2,12,1977,62.0,40.0,8.0,Богатирська,вулиця,Оболонський,14.0
290,120000.0,2,2400.0,19,22,2009,50.0,,,Білоруська,вулиця,Шевченківський,
291,94000.0,1,2043.0,1,9,None,46.0,,,Регенераторна,вулиця,Дніпровський,
292,65500.0,1,1770.0,20,27,2019,37.0,14.0,9.0,Вишняківська,вулиця,Дарницький,14.0
293,50000.0,2,1087.0,16,16,1982,46.0,26.0,8.0,Гонгадзе,,,12.0
294,52500.0,1,1117.0,15,25,2019,47.0,15.0,18.0,Правди,проспект,Подільський,14.0
295,64980.0,4,812.0,4,9,1969,80.0,56.0,7.0,Кольцова,бульвар,Святошинський,17.0
296,115000.0,2,1643.0,13,17,2014,70.0,32.0,12.0,Воскресенська,вулиця,Дніпровський,26.0
297,200000.0,2,2564.0,14,20,2005,78.0,38.0,19.0,Руставелі,,,21.0
298,484000.0,2,3569.0,2,24,2010,,,,Голосіївський,проспект,Голосіївський,
298,484000.0,2,3569.0,2,24,2010,,,,Голосіївський,провулок,Голосіївський,
299,79000.0,1,1775.0,5,18,2015,,,15.0,Комбінатна,вулиця,Дніпровський,
300,45000.0,2,1000.0,5,5,1960,45.0,31.0,6.0,Салютна,вулиця,Шевченківський,8.0
301,78000.0,1,1418.0,7,26,None,55.0,15.0,18.0,Маланюка,,,22.0
302,91999.0,3,1000.0,1,5,1958,92.0,48.0,27.0,Ромоданова,,,17.0
303,128000.0,1,2510.0,2,9,2015,51.0,15.0,25.0,Саперне Поле,вулиця,Печерський,11.0
304,38700.0,1,900.0,18,25,None,43.0,15.0,16.0,Сім’ї Кульженків,,,12.0
305,95000.0,2,1557.0,3,5,1960,61.0,,,Лабораторна,вулиця,"Голосіївський, Печерський",
306,77000.0,1,1426.0,16,24,2015,54.0,22.0,11.0,Драгоманова,вулиця,Дарницький,21.0
307,52990.0,1,1162.0,7,22,None,,19.0,20.0,,,,
308,330000.0,3,2357.0,2,9,2000,140.0,,,Кудрявська,вулиця,Шевченківський,
309,83000.0,2,1107.0,10,26,2019,75.0,30.0,27.0,Краківська,вулиця,Дніпровський,18.0
310,105000.0,2,1721.0,12,12,2008,61.0,27.0,26.0,Кольцова,бульвар,Святошинський,8.0
311,225000.0,2,4500.0,8,23,2019,50.0,,,Антоновича,вулиця,"Голосіївський, Печерський",
312,62000.0,2,954.0,3,19,2001,65.0,,,Лариси Руденко,,,
313,90000.0,4,811.0,1,14,2008,111.0,72.0,12.0,Івана Пулюя,,,27.0
314,215000.0,3,2389.0,2,5,1959,90.0,40.0,10.0,Українки,,,40.0
315,137000.0,3,1575.0,1,9,1970,87.0,59.0,13.0,Тютюнника,,,15.0
316,36000.0,1,1000.0,9,9,1980,36.0,19.0,7.0,Юрія Смолича,,,10.0
317,195000.0,4,1931.0,6,24,2014,101.0,70.0,15.0,Оболонський,проспект,Оболонський,16.0
318,60000.0,3,882.0,7,16,1975,68.0,44.0,8.0,Курбаса,,,16.0
319,87000.0,2,1338.0,16,17,2002,65.0,,13.0,Верховинця,,,
320,185000.0,2,2256.0,5,21,2015,82.0,61.0,12.0,Зарічна,вулиця,Дарницький,9.0
321,210000.0,2,2442.0,9,23,2012,86.0,42.0,21.0,Дніпровська,вулиця,Оболонський,23.0
322,135000.0,2,1776.0,11,25,2011,76.0,45.0,12.0,Коломийський,провулок,Голосіївський,19.0
323,84000.0,3,944.0,8,26,None,89.0,43.0,18.0,Правди,проспект,Подільський,28.0
324,160000.0,3,2000.0,21,25,2018,80.0,,,Каховська,вулиця,Дніпровський,
325,292000.0,3,2454.0,10,11,None,119.0,,17.0,Бойчука,,,
326,53000.0,1,1104.0,8,25,None,48.0,14.0,19.0,Правди,проспект,Подільський,15.0
327,115000.0,1,2738.0,6,24,2019,42.0,,,Маккейна,,,
328,90900.0,1,1748.0,14,36,None,52.0,,14.0,Перемоги,площа,Шевченківський,
328,90900.0,1,1748.0,14,36,None,52.0,,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",
328,90900.0,1,1748.0,14,36,None,52.0,,14.0,Перемоги,вулиця,Святошинський,
329,2100000.0,3,7292.0,7,11,2007,288.0,150.0,35.0,Грушевського,,,103.0
330,980000.0,6,2761.0,7,7,2010,355.0,320.0,33.0,Срібнокільська,вулиця,Дарницький,2.0
331,91260.0,1,1738.0,29,36,None,,17.0,,Перемоги,площа,Шевченківський,
331,91260.0,1,1738.0,29,36,None,,17.0,,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",
331,91260.0,1,1738.0,29,36,None,,17.0,,Перемоги,вулиця,Святошинський,
332,118000.0,2,1573.0,16,22,2010,75.0,32.0,12.0,Урлівська,вулиця,Дарницький,31.0
333,84100.0,2,1294.0,22,32,None,65.0,34.0,14.0,Заболотного,,,17.0
334,79700.0,1,2952.0,23,23,2012,27.0,15.0,5.0,Максимовича,вулиця,Святошинський,7.0
335,220000.0,4,1746.0,16,23,2004,126.0,80.0,,Бажана,,,
336,155000.0,2,2214.0,9,10,2014,70.0,,,Сікорського,,,
337,40000.0,1,1176.0,10,16,1973,34.0,,8.0,Курбаса,,,
338,68500.0,1,1593.0,11,27,None,43.0,14.0,16.0,Дніпровська,вулиця,Оболонський,13.0
339,720000.0,4,4500.0,None,None,None,160.0,,,Драгомирова,,,
340,64000.0,2,1231.0,3,12,1983,52.0,30.0,9.0,,,,13.0
341,44000.0,2,1023.0,5,5,1960,43.0,27.0,6.0,Антонова,,,10.0
342,63000.0,3,1086.0,7,9,None,58.0,40.0,7.0,Бучми,,,11.0
343,64500.0,3,935.0,7,9,1970,69.0,45.0,10.0,Кубанської України,вулиця,Деснянський,14.0
344,100000.0,2,1408.0,15,23,2007,71.0,30.0,12.0,Дніпровська,вулиця,Оболонський,29.0
345,249999.0,3,2500.0,17,25,2017,100.0,,,Панельна,,,
346,270000.0,4,1525.0,17,25,2005,177.0,112.0,18.0,Коновальця,,,47.0
347,52000.0,1,1238.0,4,4,None,42.0,17.0,14.0,Богатирська,вулиця,Оболонський,11.0
348,50000.0,1,1562.0,9,9,1977,32.0,17.0,7.0,Оболонський,проспект,Оболонський,8.0
349,465000.0,4,3019.0,18,25,2005,154.0,,,Українки,,,
350,125000.0,3,1623.0,3,24,2015,77.0,42.0,,Бориса Гмирі,,,
351,84000.0,2,1000.0,19,25,None,84.0,37.0,23.0,Правди,проспект,Подільський,24.0
352,69000.0,1,1643.0,8,10,2018,42.0,12.0,20.0,Центральна,вулиця,Дніпровський,10.0
352,69000.0,1,1643.0,8,10,2018,42.0,12.0,20.0,Центральна,вулиця,Оболонський,10.0
352,69000.0,1,1643.0,8,10,2018,42.0,12.0,20.0,Центральна,вулиця,Шевченківський,10.0
353,70000.0,2,1446.0,6,9,1968,,30.0,8.0,Преображенська,вулиця,Солом'янський,
354,260000.0,4,1781.0,24,24,2018,146.0,,,Коновальця,,,
355,124860.0,2,2230.0,5,5,1959,56.0,30.0,9.0,Українки,,,17.0
356,135000.0,4,1688.0,5,5,1959,80.0,55.0,15.0,*** not found,,,10.0
357,170000.0,3,2068.0,4,5,1910,,,,Велика Васильківська,вулиця,"Голосіївський, Шевченківський, Печерський",
358,84000.0,1,1680.0,12,26,2018,50.0,16.0,16.0,Липківського,,,18.0
359,612500.0,5,2300.0,10,11,None,,,38.0,Бойчука,,,
360,46500.0,2,1257.0,5,5,1962,37.0,22.0,7.0,Васильківська,вулиця,Голосіївський,8.0
361,129000.0,3,1162.0,21,25,2007,111.0,58.0,14.0,Данькевича,,,39.0
362,89332.9,3,1146.5,1,4,None,,,,Богатирська,вулиця,Оболонський,
363,99000.0,3,1375.0,9,10,1977,72.0,,,Українки,,,
364,117000.0,3,1603.0,9,16,None,73.0,29.0,11.0,Гречка,,,33.0
365,1035900.0,5,4504.0,4,8,2016,230.0,75.0,78.0,Редутна,вулиця,Печерський,77.0
366,132000.0,3,1650.0,22,24,2015,80.0,,,Бориса Гмирі,,,
367,340000.0,3,2833.0,2,18,2010,120.0,,20.0,Драгомирова,,,
368,31000.0,1,1192.0,2,5,1965,26.0,,6.0,Туполєва,,,
369,55000.0,3,859.0,1,9,1971,64.0,41.0,,Кондратюка,,,
370,43000.0,2,915.0,1,9,1971,47.0,30.0,7.0,Мінський,провулок,Подільський,10.0
370,43000.0,2,915.0,1,9,1971,47.0,30.0,7.0,Мінський,проспект,Оболонський,10.0
371,235000.0,4,1728.0,8,24,2007,136.0,81.0,17.0,Княжий Затон,вулиця,Дарницький,38.0
372,105900.0,1,1925.0,22,26,2016,55.0,,,Герцена,вулиця,Шевченківський,
372,105900.0,1,1925.0,22,26,2016,55.0,,,Герцена,узвіз,Шевченківський,
372,105900.0,1,1925.0,22,26,2016,55.0,,,Герцена,провулок,Шевченківський,
373,49700.0,1,1012.0,19,25,2020,,18.0,18.0,Балтійський,провулок,Оболонський,
374,110000.0,3,1000.0,10,17,2010,110.0,61.0,16.0,Ернста,,,33.0
375,275000.0,2,3929.0,6,25,2010,70.0,,25.0,Шаповала,,,
376,220000.0,2,3607.0,2,5,None,61.0,30.0,10.0,Городецького,,,21.0
377,30000.0,1,602.0,22,25,None,,,,Сім'ї Сосніних,,,
378,140000.0,1,2729.0,10,12,None,,,,Івана Мазепи,,,
379,132500.0,2,1636.0,15,22,2012,81.0,37.0,16.0,Червоноткацька,,,28.0
380,50000.0,1,1667.0,5,5,1962,30.0,16.0,5.0,*** not found,,,9.0
381,225000.0,3,2022.0,11,25,2008,,,,Голосіївська,площа,Голосіївський,
381,225000.0,3,2022.0,11,25,2008,,,,Голосіївська,вулиця,Голосіївський,
382,165000.0,2,2324.0,2,4,1895,71.0,47.0,8.0,*** not found,,,16.0
383,65000.0,2,970.0,24,25,2019,67.0,34.0,11.0,Миколи Гулака,,,22.0
384,230000.0,2,4107.0,3,25,2019,56.0,,,Івана Федорова,,,
385,205000.0,1,3796.0,13,14,2017,54.0,18.0,25.0,Саперне Поле,вулиця,Печерський,11.0
386,33071.4,1,718.9,24,25,None,46.0,25.0,12.0,Миколи Хвильового,,,9.0
387,777500.0,3,4494.0,3,13,2003,173.0,111.0,19.0,Паторжинського,вулиця,Шевченківський,43.0
388,128500.0,3,988.0,23,24,2014,130.0,90.0,15.0,Наумовича,,,25.0
389,80000.0,2,1404.0,25,25,2010,57.0,24.0,19.0,Калнишевського,,,14.0
390,100500.0,2,1378.0,16,26,None,,,,Дніпровська,вулиця,Оболонський,
391,149000.0,1,3170.0,3,9,None,47.0,,,Електриків,вулиця,Подільський,
391,149000.0,1,3170.0,3,9,None,47.0,,,Електриків,провулок,Подільський,
392,95000.0,1,2317.0,14,25,2018,41.0,,,Солом'янська,вулиця,Солом'янський,
392,95000.0,1,2317.0,14,25,2018,41.0,,,Солом'янська,площа,Солом'янський,
393,159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,вулиця,Деснянський,20.0
393,159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,вулиця,Солом'янський,20.0
393,159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,провулок,Солом'янський,20.0
393,159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,вулиця,Дарницький,20.0
393,159000.0,2,2446.0,4,4,1898,65.0,15.0,30.0,Шевченка,провулок,Дарницький,20.0
394,68000.0,2,1259.0,14,16,1982,54.0,,,Озерна,вулиця,Оболонський,
394,68000.0,2,1259.0,14,16,1982,54.0,,,Озерна,вулиця,Солом'янський,
394,68000.0,2,1259.0,14,16,1982,54.0,,,Озерна,вулиця,Дарницький,
394,68000.0,2,1259.0,14,16,1982,54.0,,,Озерна,вулиця,"Святошинський (СТ ""Нивки"")",
395,89400.0,3,1090.0,9,15,1998,82.0,42.0,14.0,Григоренка,,,26.0
396,330000.0,3,2674.0,4,24,2016,,56.0,,Антонова,,,
397,229000.0,3,1684.0,2,24,2013,136.0,72.0,20.0,Голосіївський,проспект,Голосіївський,44.0
397,229000.0,3,1684.0,2,24,2013,136.0,72.0,20.0,Голосіївський,провулок,Голосіївський,44.0
398,67000.0,1,1426.0,16,16,2016,47.0,,,Комарова,,,
399,66500.0,2,1279.0,9,10,1989,52.0,29.0,8.0,Борщагівська,вулиця,"Солом'янський, Шевченківський ",15.0
400,480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,вулиця,Деснянський,50.0
400,480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,вулиця,Солом'янський,50.0
400,480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,провулок,Солом'янський,50.0
400,480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,вулиця,Дарницький,50.0
400,480000.0,4,3200.0,20,23,2009,150.0,84.0,16.0,Шевченка,провулок,Дарницький,50.0
401,74000.0,1,1762.0,3,16,None,42.0,,,Максимовича,вулиця,Святошинський,
402,175000.0,3,1842.0,10,25,2011,95.0,52.0,11.0,Ковальський,провулок,Солом'янський,32.0
403,159000.0,2,2092.0,20,24,2016,76.0,37.0,,Малевича,,,
404,3200000.0,5,9143.0,5,5,None,350.0,,,Мічуріна,вулиця,Печерський,
404,3200000.0,5,9143.0,5,5,None,350.0,,,Мічуріна,провулок,Печерський,
404,3200000.0,5,9143.0,5,5,None,350.0,,,Мічуріна,вулиця,Солом'янський,
404,3200000.0,5,9143.0,5,5,None,350.0,,,Мічуріна,вулиця,Деснянський,
404,3200000.0,5,9143.0,5,5,None,350.0,,,Мічуріна,вулиця,Оболонський,
405,380000.0,3,1990.0,15,47,2012,191.0,,,*** not found,,,
406,63000.0,2,808.0,22,25,None,78.0,36.0,12.0,Балтійський,провулок,Оболонський,30.0
407,85000.0,3,1104.0,6,20,1998,77.0,45.0,9.0,Азербайджанська,вулиця,Дніпровський,23.0
408,130032.0,None,1548.0,15,25,2016,84.0,50.0,17.0,Зарічна,вулиця,Дарницький,17.0
409,95700.0,3,1113.0,25,25,2016,86.0,43.0,12.0,Чавдар,,,31.0
410,50000.0,1,1316.0,18,24,2019,38.0,17.0,10.0,Правди,проспект,Подільський,11.0
411,114900.0,3,1197.0,12,22,2006,96.0,47.0,14.0,Урлівська,вулиця,Дарницький,35.0
412,41500.0,1,1092.0,4,25,None,38.0,17.0,10.0,Бориспільська,вулиця,Дарницький,11.0
413,125000.0,3,1302.0,12,25,2016,96.0,46.0,14.0,Поправки,,,36.0
414,48000.0,2,923.0,7,16,None,52.0,,,Бориспільська,вулиця,Дарницький,
415,59899.0,2,1393.0,9,9,1967,43.0,28.0,7.0,Ентузіастів,вулиця,Дніпровський,8.0
416,83000.0,1,1566.0,10,10,2017,53.0,,,Малоземельна,вулиця,Дарницький,
417,335000.0,1,4926.0,22,32,2016,68.0,16.0,35.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",17.0
418,98500.0,3,1449.0,5,9,1980,68.0,43.0,10.0,Героїв Сталінграда,проспект,Оболонський,15.0
419,58000.0,3,841.0,9,9,1971,69.0,,,Зодчих,вулиця,Святошинський,
420,52000.0,1,1576.0,10,24,2010,33.0,15.0,7.0,Калнишевського,,,11.0
421,195000.0,2,None,None,None,None,,,,Філатова,,,
422,345000.0,4,2054.0,10,18,2005,168.0,89.0,13.0,Старонаводницька,вулиця,Печерський,66.0
423,89900.0,2,1138.0,2,34,None,79.0,32.0,20.0,Заболотного,,,27.0
424,58000.0,1,1286.0,24,25,None,,,,Правди,проспект,Подільський,
425,66500.0,3,1023.0,5,9,1978,65.0,42.0,8.0,*** not found,,,15.0
426,290000.0,1,6444.0,22,24,2019,45.0,12.0,18.0,Антоновича,вулиця,"Голосіївський, Печерський",15.0
427,380000.0,4,1767.0,3,25,2011,215.0,110.0,40.0,Шаповала,,,65.0
428,230000.0,2,4107.0,3,25,2019,56.0,,,Івана Федорова,,,
429,135000.0,2,1800.0,5,10,2001,75.0,27.0,34.0,Деревлянська,вулиця,Шевченківський,14.0
430,165000.0,3,1602.0,9,17,2011,103.0,60.0,25.0,Вільямса,,,18.0
431,107000.0,3,1189.0,12,14,2010,90.0,52.0,11.0,Васильченка,вулиця,Солом'янський,27.0
432,139990.0,1,3182.0,24,24,2017,44.0,20.0,15.0,Предславинська,вулиця,Печерський,9.0
433,31000.0,1,886.0,14,25,None,35.0,,,Крайня,вулиця,Деснянський,
434,58000.0,2,866.0,15,25,2009,67.0,32.0,12.0,Милославська,вулиця,Деснянський,23.0
435,145000.0,3,1593.0,3,25,2018,91.0,68.0,17.0,Воскресенська,вулиця,Дніпровський,6.0
436,67900.0,2,1235.0,22,26,None,55.0,25.0,15.0,Маланюка,,,15.0
437,230000.0,3,2035.0,12,24,2007,113.0,53.0,15.0,Дніпровська,вулиця,Оболонський,45.0
438,240000.0,3,2449.0,4,5,1895,98.0,57.0,11.0,Пушкінська,вулиця,Шевченківський,30.0
439,65280.0,1,1200.0,None,None,None,,,,Набережно-Корчуватська,вулиця,Голосіївський,
440,150000.0,2,2459.0,23,25,2015,61.0,33.0,9.0,Зарічна,вулиця,Дарницький,19.0
441,499990.0,3,3125.0,5,11,2005,160.0,,,Тургенєвська,вулиця,Шевченківський,
442,66624.0,3,833.1,13,26,None,,,,Радченка,,,
443,140000.0,3,1265.0,6,9,None,,,38.0,Зарічна,вулиця,Дарницький,
444,68900.0,1,1531.0,8,9,2016,45.0,25.0,11.0,Метрологічна,вулиця,Голосіївський,9.0
445,73860.0,2,1319.0,5,9,None,56.0,30.0,9.0,Йорданська,вулиця,Оболонський,17.0
446,49500.0,2,1053.0,5,9,1969,47.0,28.0,7.0,Кольцова,бульвар,Святошинський,12.0
447,138000.0,2,2300.0,13,14,2017,60.0,30.0,10.0,Максимовича,вулиця,Святошинський,20.0
448,55500.0,2,911.0,None,None,1971,,28.0,,Науки,проспект,Голосіївський,
449,206000.0,3,1943.0,18,20,2008,106.0,58.0,,Саперно-Слобідська,вулиця,Голосіївський,
450,110000.0,1,3333.0,3,10,1977,33.0,20.0,,Шовковична,вулиця,Печерський,
451,250000.0,3,2809.0,3,23,2019,89.0,,,Трускавецька,вулиця,Дарницький,
452,59157.0,2,873.0,11,17,None,,,,Гавела,,,
453,53000.0,1,1152.0,7,25,None,46.0,,,Повітрофлотський,проспект,"Шевченківський, Солом'янський",
454,58000.0,3,1000.0,9,9,1967,58.0,,8.0,Запорожця,,,
455,177000.0,2,2185.0,5,13,2019,81.0,55.0,15.0,Маккейна,,,11.0
456,86000.0,1,1654.0,8,36,None,52.0,19.0,14.0,Перемоги,площа,Шевченківський,19.0
456,86000.0,1,1654.0,8,36,None,52.0,19.0,14.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",19.0
456,86000.0,1,1654.0,8,36,None,52.0,19.0,14.0,Перемоги,вулиця,Святошинський,19.0
457,70000.0,3,745.0,4,20,2014,94.0,45.0,14.0,Щербаківського,,,35.0
458,73000.0,1,1521.0,20,26,2018,48.0,10.0,23.0,Зарічна,вулиця,Дарницький,15.0
459,45000.0,1,1125.0,9,10,1994,40.0,18.0,9.0,Будищанська,вулиця,Деснянський,13.0
460,115000.0,1,2300.0,10,24,2019,50.0,17.0,21.0,Жилянська,вулиця,"Печерський, Голосіївський, Шевченківський",12.0
461,79000.0,1,1775.0,5,18,2015,,,15.0,Комбінатна,вулиця,Дніпровський,
462,88000.0,2,989.0,4,25,2014,89.0,60.0,15.0,Ревуцького,вулиця,Дарницький,14.0
463,29900.0,1,906.0,4,4,1960,33.0,19.0,6.0,Бородіна,,,8.0
464,189000.0,4,None,None,None,None,,,,Руставелі,,,
465,95000.0,2,1730.0,10,16,1993,,29.0,,Драгоманова,вулиця,Дарницький,
466,128000.0,2,1829.0,21,24,2014,70.0,30.0,19.0,Преображенська,вулиця,Солом'янський,21.0
467,68000.0,3,1172.0,1,3,None,58.0,35.0,6.0,Депутатська,вулиця,Святошинський,17.0
468,85000.0,2,1312.0,17,25,None,,38.0,14.0,Багговутівська,вулиця,Шевченківський,
469,160000.0,3,2078.0,3,5,None,77.0,,,*** not found,,,
470,135000.0,2,2596.0,24,25,2014,52.0,40.0,20.0,Сікорського,,,-8.0
471,800000.0,5,4000.0,None,None,None,200.0,,,Драгомирова,,,
472,250000.0,3,2336.0,10,24,2016,107.0,66.0,13.0,Коперніка,вулиця,Шевченківський,28.0
473,127000.0,2,1814.0,7,17,2002,70.0,36.0,15.0,Васильківська,вулиця,Голосіївський,19.0
474,98000.0,1,1661.0,16,24,None,59.0,18.0,,Глибочицька,вулиця,Шевченківський,
475,125000.0,3,1389.0,18,25,2016,90.0,,18.0,Чавдар,,,
476,229000.0,2,3181.0,5,6,1935,72.0,42.0,10.0,Шовковична,вулиця,Печерський,20.0
477,115000.0,2,1420.0,23,25,2007,81.0,41.0,16.0,Дніпровська,вулиця,Оболонський,24.0
478,90000.0,2,None,None,None,None,,,,Антоновича,вулиця,"Голосіївський, Печерський",
479,56000.0,2,1098.0,2,10,1987,51.0,30.0,8.0,,,,13.0
480,53000.0,2,1000.0,9,14,1990,53.0,29.0,8.0,Славгородська,вулиця,Дарницький,16.0
481,250000.0,3,3125.0,None,None,None,80.0,,,Драгомирова,,,
482,205000.0,3,1627.0,23,25,2010,126.0,74.0,14.0,Срібнокільська,вулиця,Дарницький,38.0
483,59950.0,3,517.0,10,16,2016,116.0,,17.0,Харченка,,,
484,250000.0,1,3571.0,4,14,2012,70.0,22.0,27.0,Окіпної,,,21.0
485,205000.0,1,3796.0,13,14,2017,54.0,18.0,25.0,Саперне Поле,вулиця,Печерський,11.0
486,38500.0,1,1196.0,4,5,1960,,,,Олени Теліги,,,
487,99999.0,2,1667.0,15,26,2013,60.0,39.0,16.0,Кондратюка,,,5.0
488,120000.0,3,1739.0,1,9,1977,69.0,,,Мечнікова,вулиця,Печерський,
489,150000.0,3,1829.0,5,12,1997,82.0,42.0,9.0,Героїв Сталінграда,проспект,Оболонський,31.0
490,285000.0,4,1900.0,8,9,None,150.0,,22.0,Рибальська,вулиця,Печерський,
491,72500.0,2,1394.0,4,4,2019,52.0,30.0,,Березова,вулиця,Солом'янський,
492,750000.0,3,5000.0,10,14,2017,150.0,95.0,18.0,Саперне Поле,вулиця,Печерський,37.0
493,493000.0,4,4287.0,12,24,2019,115.0,80.0,20.0,Антоновича,вулиця,"Голосіївський, Печерський",15.0
494,290000.0,3,3333.0,22,25,2019,87.0,55.0,15.0,Маккейна,,,17.0
495,247000.0,3,2100.0,13,17,2019,,63.0,15.0,Лейпцизька,вулиця,Печерський,
496,90000.0,2,1139.0,13,23,2015,79.0,34.0,18.0,Драгоманова,вулиця,Дарницький,27.0
497,80000.0,3,1250.0,9,9,1972,64.0,,,Коновальця,,,
498,103900.0,3,1071.0,21,25,None,97.0,51.0,16.0,Василя Стуса,,,30.0
499,265000.0,3,2944.0,13,17,2006,90.0,38.0,42.0,Тютюнника,,,10.0
500,105000.0,3,1641.0,1,5,1957,64.0,40.0,8.0,Січових Стрільців,вулиця,Шевченківський,16.0
501,78000.0,2,1696.0,5,11,2018,46.0,20.0,20.0,Райдужна,вулиця,Дніпровський,6.0
502,44900.0,1,1182.0,7,10,1988,38.0,17.0,8.0,Закревського,,,13.0
503,494000.0,6,1502.0,8,10,1996,329.0,193.0,47.0,Тургенєвська,вулиця,Шевченківський,89.0
504,46500.0,2,1257.0,5,5,1962,37.0,22.0,7.0,Васильківська,вулиця,Голосіївський,8.0
505,55000.0,2,1078.0,9,10,1982,51.0,31.0,8.0,Зої Космодем'янської,,,12.0
506,59280.0,2,874.0,5,26,None,,,,Радченка,,,
507,56000.0,1,1273.0,11,25,None,44.0,,,Сверстюка,,,
508,47500.0,1,1105.0,10,18,2006,43.0,20.0,10.0,Милославська,вулиця,Деснянський,13.0
509,100000.0,2,1099.0,8,9,1970,91.0,,,Метрологічна,вулиця,Голосіївський,
510,103000.0,1,2341.0,None,None,None,44.0,,,Деміївська,площа,Голосіївський,
510,103000.0,1,2341.0,None,None,None,44.0,,,Деміївська,вулиця,Голосіївський,
511,95000.0,3,1118.0,2,15,2019,85.0,47.0,13.0,Перемоги,площа,Шевченківський,25.0
511,95000.0,3,1118.0,2,15,2019,85.0,47.0,13.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",25.0
511,95000.0,3,1118.0,2,15,2019,85.0,47.0,13.0,Перемоги,вулиця,Святошинський,25.0
512,76800.0,3,985.0,2,5,1958,78.0,78.0,9.0,Вишгородська,вулиця,"Подільський, Оболонський",-9.0
513,257500.0,2,4769.0,8,25,2015,54.0,,,Маккейна,,,
514,52500.0,1,1094.0,9,22,None,48.0,,21.0,,,,
515,302200.0,4,2001.0,5,22,2013,151.0,,,Перемоги,площа,Шевченківський,
515,302200.0,4,2001.0,5,22,2013,151.0,,,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",
515,302200.0,4,2001.0,5,22,2013,151.0,,,Перемоги,вулиця,Святошинський,
516,63500.0,2,814.0,22,25,None,78.0,36.0,12.0,Балтійський,провулок,Оболонський,30.0
517,550000.0,4,3416.0,8,26,2009,161.0,67.0,40.0,Звіринецька,вулиця,Печерський,54.0
518,98700.0,2,1484.0,15,25,2019,,,19.0,Ревуцького,вулиця,Дарницький,
519,80000.0,1,2105.0,11,21,2017,38.0,12.0,15.0,Правди,проспект,Подільський,11.0
520,35000.0,1,946.0,8,9,1992,37.0,19.0,7.0,Милославська,вулиця,Деснянський,11.0
521,56000.0,2,851.0,14,24,None,,,,Вербицького,,,
522,36000.0,1,1333.0,4,5,1960,27.0,,,Новгородська,вулиця,Солом'янський,
523,87000.0,1,1839.0,2,25,2015,,25.0,10.0,Бажана,,,
524,220000.0,5,1222.0,5,6,None,180.0,72.0,12.0,Канівська,вулиця,Подільський,96.0
525,109000.0,3,1253.0,7,16,None,87.0,,,Максимовича,вулиця,Святошинський,
526,125000.0,2,1689.0,23,25,2016,74.0,,,Донця,,,
527,600000.0,3,4800.0,2,14,None,125.0,,,Драгомирова,,,
