,Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,type,district,area_comfort
528,60000.0,1,1277.0,5,16,None,47.0,22.0,,Тираспольська,вулиця,Подільський,
529,15700000.0,3,157000.0,2,4,1917,100.0,76.0,12.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",12.0
530,45000.0,1,1214.9,5,16,1990,,,,Тираспольська,вулиця,Подільський,
531,160000.0,3,1356.0,11,25,2015,118.0,85.0,33.0,Зарічна,вулиця,Дарницький,0.0
532,65000.0,2,1413.0,11,16,1981,46.0,27.0,9.0,Гонгадзе,,,10.0
533,495000.0,3,4420.0,13,39,2017,112.0,,,Українки,,,
534,59000.0,2,1283.0,3,5,1965,46.0,,,Світлицького,вулиця,Подільський,
535,68000.0,2,1447.0,5,10,1970,47.0,35.0,7.0,Воробйова,,,5.0
536,81000.0,3,1012.0,17,25,2018,80.0,60.0,14.0,Каховська,вулиця,Дніпровський,6.0
537,67000.0,1,1675.0,9,23,None,40.0,,12.0,Глибочицька,вулиця,Шевченківський,
538,170000.0,3,1339.0,3,3,1954,127.0,86.0,30.0,Білокур,,,11.0
539,54500.0,1,996.0,23,25,None,,,12.0,Балтійський,провулок,Оболонський,
540,232000.0,3,1706.0,11,13,2014,136.0,70.0,,Антоновича,вулиця,"Голосіївський, Печерський",
541,75000.0,2,789.0,18,25,None,,,,Кондратюка,,,
542,99000.0,1,2152.0,3,4,1898,46.0,25.0,10.0,Гончара,,,11.0
543,55000.0,1,1310.0,6,25,2019,42.0,13.0,9.0,Ревуцького,вулиця,Дарницький,20.0
544,475000.0,3,5000.0,3,13,2017,95.0,66.0,13.0,*** not found,,,16.0
545,70000.0,1,1659.0,1,19,2006,,18.0,10.0,Драгоманова,вулиця,Дарницький,
546,79900.0,2,1211.0,24,25,2013,66.0,36.0,13.0,Сім’ї Кульженків,,,17.0
547,215767.9,3,2157.7,8,16,2000,100.0,57.0,12.0,Панельна,,,31.0
548,155000.0,3,1550.0,13,16,2012,100.0,55.0,16.0,Вільямса,,,29.0
549,100000.0,1,1667.0,13,25,2008,60.0,21.0,17.0,Голосіївська,площа,Голосіївський,22.0
549,100000.0,1,1667.0,13,25,2008,60.0,21.0,17.0,Голосіївська,вулиця,Голосіївський,22.0
550,1010000.0,4,5674.0,23,26,2017,178.0,92.0,22.0,Оболонський,проспект,Оболонський,64.0
551,45000.0,1,1500.0,1,9,1975,30.0,16.0,5.0,Миколи Голего,вулиця,Солом'янський,9.0
552,80000.0,1,1333.0,4,24,2012,60.0,,,Дніпровська,вулиця,Оболонський,
553,115000.0,2,1575.0,21,25,2015,73.0,37.0,15.0,Малиновського,,,21.0
554,620000.0,5,3605.0,14,17,2001,172.0,93.0,13.0,Назарівська,вулиця,Шевченківський,66.0
555,250500.0,6,1668.0,13,14,1978,,81.0,13.0,Гоголівська,вулиця,Шевченківський,
556,39000.0,1,1345.0,1,5,1963,29.0,16.0,5.0,Дорогожицька,вулиця,Шевченківський,8.0
557,30970.0,1,1106.0,12,13,2013,28.0,13.0,5.0,Петропавлівська,площа,Оболонський,10.0
557,30970.0,1,1106.0,12,13,2013,28.0,13.0,5.0,Петропавлівська,вулиця,Подільський,10.0
558,360000.0,5,2400.0,5,6,1936,150.0,120.0,15.0,Грушевського,,,15.0
559,250000.0,2,2976.0,15,23,2008,84.0,60.0,15.0,Іллєнка,,,9.0
560,95000.0,1,1863.0,22,25,2018,51.0,14.0,20.0,Липківського,,,17.0
561,63900.0,1,761.0,13,14,2013,84.0,44.0,18.0,Ушинського,провулок,Солом'янський,22.0
561,63900.0,1,761.0,13,14,2013,84.0,44.0,18.0,Ушинського,вулиця,Солом'янський,22.0
562,81000.0,2,1528.0,13,25,2020,53.0,,,Польова,вулиця,Солом'янський,
562,81000.0,2,1528.0,13,25,2020,53.0,,,Польова,вулиця,Деснянський,
562,81000.0,2,1528.0,13,25,2020,53.0,,,Польова,вулиця,Дарницький,
563,219000.0,1,3776.0,2,9,2019,58.0,20.0,20.0,Саперне Поле,вулиця,Печерський,18.0
564,162000.0,3,1604.0,19,26,2017,101.0,55.0,25.0,Панельна,,,21.0
565,199000.0,2,2073.0,10,25,2005,96.0,43.0,16.0,Коновальця,,,37.0
566,260000.0,3,2321.0,14,18,2013,112.0,60.0,17.0,Хмельницького,,,35.0
567,163000.0,1,3622.0,2,22,2015,45.0,22.0,12.0,Маккейна,,,11.0
568,499000.0,2,4990.0,22,25,2019,100.0,,,Антоновича,вулиця,"Голосіївський, Печерський",
569,310000.0,3,1925.0,3,18,2009,161.0,120.0,35.0,Толстого,провулок,Дарницький,6.0
570,99800.0,3,1535.0,6,8,1962,65.0,,,Дружби Народів,бульвар,Печерський,
571,130000.0,1,3023.0,9,26,None,43.0,,,Оболонський,проспект,Оболонський,
572,70000.0,2,1273.0,4,5,1938,55.0,39.0,8.0,Багговутівська,вулиця,Шевченківський,8.0
573,44500.0,2,1025.0,1,5,1961,,29.0,6.0,Антонова,,,
574,199000.0,2,2488.0,2,5,1937,80.0,40.0,,Володимирська,вулиця,"Голосіївський, Шевченківський",
575,120000.0,2,2500.0,9,9,1972,48.0,,,Українки,,,
576,68750.0,2,892.9,7,16,None,77.0,34.0,12.0,Сім’ї Кульженків,,,31.0
577,162000.0,3,1800.0,11,26,2005,90.0,48.0,23.0,Коновальця,,,19.0
578,209000.0,2,2580.0,2,10,2003,81.0,40.0,15.0,Мирного,,,26.0
579,275000.0,2,2926.0,15,16,2006,94.0,,48.0,Московська,вулиця,Печерський,
579,275000.0,2,2926.0,15,16,2006,94.0,,48.0,Московська,вулиця,Солом'янський,
580,38000.0,1,1056.0,8,9,1984,36.0,18.0,8.0,Жмеринська,вулиця,Святошинський,10.0
581,114000.0,3,1583.0,6,7,1959,72.0,51.0,9.0,Бойчука,,,12.0
582,161000.0,2,1809.0,17,25,2018,89.0,,,Липківського,,,
583,330000.0,3,3000.0,18,24,2018,110.0,60.0,40.0,Лабораторний,провулок,Печерський,10.0
584,1500000.0,5,5000.0,None,None,None,300.0,,,Інститутська,вулиця,Печерський,
585,99000.0,3,1375.0,9,10,1977,72.0,,,Українки,,,
586,295000.0,3,2757.0,6,6,1914,107.0,74.0,11.0,Хрещатик,вулиця,"Печерський, Шевченківський",22.0
587,62000.0,1,1512.0,2,25,None,41.0,14.0,14.0,Дніпровська,вулиця,Оболонський,13.0
588,108000.0,1,2160.0,2,25,2019,50.0,30.0,10.0,Осокорська,вулиця,Дарницький,10.0
589,255000.0,4,2024.0,16,25,2016,126.0,70.0,15.0,Саперне Поле,вулиця,Печерський,41.0
590,68000.0,3,907.0,5,15,1993,75.0,43.0,8.0,Комарова,,,24.0
591,164000.0,2,2702.0,30,30,None,,,12.0,Драгомирова,,,
592,139000.0,3,1252.0,23,36,2007,111.0,60.0,18.0,Срібнокільська,вулиця,Дарницький,33.0
593,115000.0,2,1337.0,11,25,2008,86.0,,,Чоколівський,бульвар,Солом'янський,
594,104000.0,1,1857.0,10,24,None,56.0,16.0,16.0,Звіринецька,вулиця,Печерський,24.0
595,85000.0,1,1518.0,7,14,None,56.0,20.0,14.0,Вишгородська,вулиця,"Подільський, Оболонський",22.0
596,190000.0,2,3585.0,3,20,2019,53.0,18.0,20.0,Драгомирова,,,15.0
597,229000.0,3,2140.0,7,25,2007,107.0,50.0,,Героїв Сталінграда,проспект,Оболонський,
598,65000.0,2,1161.0,3,4,1952,56.0,34.0,9.0,Будівельників,провулок,Дніпровський,13.0
598,65000.0,2,1161.0,3,4,1952,56.0,34.0,9.0,Будівельників,вулиця,Дніпровський,13.0
598,65000.0,2,1161.0,3,4,1952,56.0,34.0,9.0,Будівельників,вулиця,Деснянський,13.0
598,65000.0,2,1161.0,3,4,1952,56.0,34.0,9.0,Будівельників,провулок,Святошинський,13.0
599,250000.0,2,2976.0,15,23,2008,84.0,60.0,15.0,Іллєнка,,,9.0
600,105000.0,3,1117.0,6,22,2010,94.0,47.0,15.0,Урлівська,вулиця,Дарницький,32.0
601,57000.0,2,919.0,15,21,None,62.0,26.0,26.0,Сормовська,вулиця,Дарницький,10.0
602,65000.0,1,1182.0,5,18,None,55.0,,21.0,Правди,проспект,Подільський,
603,98000.0,2,1388.0,8,25,2006,,,,Верховинна,вулиця,Святошинський,
604,55000.0,2,1058.0,2,9,1986,52.0,29.0,8.0,Вербицького,,,15.0
605,55000.0,1,1618.0,5,33,None,34.0,,9.0,*** not found,,,
606,115000.0,2,2170.0,7,7,1961,53.0,35.0,,Велика Васильківська,вулиця,"Голосіївський, Шевченківський, Печерський",
607,158364.0,2,1760.0,4,11,None,90.0,45.0,20.0,Бойчука,,,25.0
608,80000.0,1,2000.0,11,25,2011,40.0,19.0,11.0,Лобановського,,,10.0
609,41000.0,2,909.0,2,3,1959,,,,Миколи Шепелєва,,,
610,435000.0,2,3625.0,2,10,1998,120.0,85.0,10.0,Кропивницького,вулиця,Печерський,25.0
611,100000.0,1,2000.0,3,23,2016,50.0,28.0,20.0,Трускавецька,вулиця,Дарницький,2.0
612,110000.0,1,1930.0,19,25,2008,57.0,,,Голосіївська,площа,Голосіївський,
612,110000.0,1,1930.0,19,25,2008,57.0,,,Голосіївська,вулиця,Голосіївський,
613,88107.1,2,1223.7,23,26,None,72.0,34.0,15.0,Маланюка,,,23.0
614,130000.0,1,2653.0,4,16,None,49.0,18.0,16.0,Драгомирова,,,15.0
615,125000.0,2,1866.0,4,9,2018,67.0,,,Юнацька,вулиця,Святошинський,
615,125000.0,2,1866.0,4,9,2018,67.0,,,Юнацька,вулиця,Солом'янський,
616,89000.0,2,1413.0,12,14,2013,63.0,,11.0,Максимовича,вулиця,Святошинський,
617,110000.0,3,1122.0,4,25,2010,98.0,59.0,14.0,Комарова,,,25.0
618,70000.0,2,1167.0,7,12,2019,60.0,26.0,,Багговутівська,вулиця,Шевченківський,
619,46000.0,1,1000.0,8,26,None,46.0,,,,,,
620,84000.0,2,1400.0,14,24,None,60.0,,10.0,Костанайська,вулиця,Голосіївський,
621,160000.0,3,1250.0,3,10,2010,128.0,69.0,18.0,Срібнокільська,вулиця,Дарницький,41.0
622,42000.0,2,913.0,9,9,1970,46.0,,,Курчатова,,,
623,61000.0,1,1743.0,8,9,1974,35.0,17.0,6.0,Гусовського,вулиця,Печерський,12.0
624,130000.0,3,1512.0,5,9,1972,86.0,43.0,9.0,Українки,,,34.0
625,120000.0,3,1091.0,3,16,2002,110.0,54.0,13.0,Драгоманова,вулиця,Дарницький,43.0
626,250000.0,2,2874.0,11,23,2012,87.0,56.0,31.0,Дніпровська,вулиця,Оболонський,0.0
627,125000.0,3,1322.0,19,34,None,,,,Заболотного,,,
628,79235.0,2,1152.0,14,34,None,,,,Заболотного,,,
629,113261.0,2,1421.0,9,36,1961,,,,Перемоги,площа,Шевченківський,
629,113261.0,2,1421.0,9,36,1961,,,,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",
629,113261.0,2,1421.0,9,36,1961,,,,Перемоги,вулиця,Святошинський,
630,62000.0,1,1403.0,24,25,None,,,,Сверстюка,,,
631,131000.0,2,2620.0,15,25,2016,50.0,,21.0,Липківського,,,
632,300000.0,1,4000.0,18,24,2015,75.0,28.0,25.0,Маккейна,,,22.0
633,108000.0,3,1200.0,3,24,None,90.0,54.0,10.0,Дніпровська,вулиця,Оболонський,26.0
634,47000.0,1,1621.0,2,5,1964,29.0,15.0,5.0,Волгоградська,вулиця,Солом'янський,9.0
634,47000.0,1,1621.0,2,5,1964,29.0,15.0,5.0,Волгоградська,площа,Деснянський,9.0
635,57000.0,2,919.0,2,25,None,62.0,45.0,14.0,Новопольова,вулиця,Солом'янський,3.0
636,135482.1,2,1782.6,1,25,2015,76.0,,,Драгоманова,вулиця,Дарницький,
637,149000.0,4,1192.0,3,8,2019,125.0,72.0,17.0,Лебедєва,,,36.0
638,85000.0,2,1977.0,1,5,1962,43.0,27.0,4.0,*** not found,,,12.0
639,123900.0,2,1721.0,6,30,None,72.0,46.0,15.0,Драгомирова,,,11.0
640,150000.0,1,2727.0,3,17,2019,55.0,,,Лейпцизька,вулиця,Печерський,
641,285000.0,3,2568.0,4,22,2014,111.0,60.0,35.0,Глибочицька,вулиця,Шевченківський,16.0
642,115000.0,3,1106.0,5,9,2005,104.0,65.0,20.0,Салютна,вулиця,Шевченківський,19.0
643,45900.0,2,1020.0,1,5,1965,45.0,30.0,4.0,Метрологічна,вулиця,Голосіївський,11.0
644,60000.0,2,952.0,18,25,None,63.0,26.0,17.0,Північно-Сирецька,вулиця,Подільський,20.0
645,115000.0,2,1742.0,15,25,2018,66.0,30.0,18.0,Правди,проспект,Подільський,18.0
646,44000.0,1,1023.0,24,26,2018,43.0,28.0,12.0,Вернадського,,,3.0
647,85000.0,2,1700.0,4,25,2016,50.0,25.0,10.0,Пчілки,,,15.0
648,183693.7,2,2213.2,8,25,2019,83.0,44.0,15.0,Лейпцизька,вулиця,Печерський,24.0
649,200000.0,3,2083.0,2,5,1959,96.0,73.0,7.0,Басейна,вулиця,"Печерський, Шевченківський",16.0
650,138000.0,2,2060.0,13,25,2011,67.0,,,Шаповала,,,
651,39500.0,1,1013.0,20,25,None,39.0,,10.0,Бережанська,вулиця,Оболонський,
652,123500.0,2,1506.0,6,26,None,82.0,,18.0,Бойчука,,,
653,80000.0,2,1250.0,11,16,None,64.0,35.0,16.0,Перемоги,площа,Шевченківський,13.0
653,80000.0,2,1250.0,11,16,None,64.0,35.0,16.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",13.0
653,80000.0,2,1250.0,11,16,None,64.0,35.0,16.0,Перемоги,вулиця,Святошинський,13.0
654,1976000.0,5,3800.0,17,25,2019,520.0,,20.0,Івана Федорова,,,
655,320000.0,2,3232.0,13,24,2019,99.0,47.0,13.0,Антоновича,вулиця,"Голосіївський, Печерський",39.0
656,110000.0,2,1735.0,1,12,2003,,,,Вільямса,,,
657,92000.0,2,1686.8,18,26,None,,,31.0,Бойчука,,,
658,101000.0,1,1772.0,33,36,None,57.0,,,Перемоги,площа,Шевченківський,
658,101000.0,1,1772.0,33,36,None,57.0,,,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",
658,101000.0,1,1772.0,33,36,None,57.0,,,Перемоги,вулиця,Святошинський,
659,849000.0,None,None,None,None,2001,,,,Ковпака,вулиця,"Голосіївський, Печерський",
660,85000.0,2,1545.0,6,16,1973,55.0,22.0,7.0,Русанівський,бульвар,Дніпровський,26.0
661,330000.0,3,2481.0,7,21,2010,133.0,70.0,22.0,Українки,,,41.0
662,33900.0,1,1169.0,4,5,1969,29.0,16.0,7.0,Празька,вулиця,Дніпровський,6.0
663,165000.0,4,2062.0,4,4,None,80.0,56.0,11.0,Гончара,,,13.0
664,270000.0,2,3333.0,11,13,2019,81.0,32.0,20.0,Маккейна,,,29.0
665,40000.0,1,995.0,14,25,None,,,12.0,Балтійський,провулок,Оболонський,
666,104000.0,1,2122.0,13,26,2015,49.0,25.0,14.0,Білоруська,вулиця,Шевченківський,10.0
667,75000.0,1,1442.0,4,25,2016,52.0,18.0,14.0,Драгоманова,вулиця,Дарницький,20.0
668,115000.0,2,1613.0,4,25,None,,,,Липківського,,,
669,58000.0,1,1758.0,8,9,1972,33.0,19.0,,Новогоспітальна,вулиця,Печерський,
670,30540.0,1,1021.4,9,26,None,,,,Радченка,,,
671,259999.0,5,1625.0,5,6,1936,160.0,85.0,40.0,Богомольця,,,35.0
672,140000.0,3,1842.0,26,26,2016,76.0,49.0,10.0,Донця,,,17.0
673,160000.0,2,2078.0,3,26,None,77.0,36.0,13.0,Оболонський,проспект,Оболонський,28.0
674,200714.3,4,2007.1,2,2,None,100.0,80.0,20.0,Щекавицька,площа,Подільський,0.0
674,200714.3,4,2007.1,2,2,None,100.0,80.0,20.0,Щекавицька,вулиця,Подільський,0.0
675,65000.0,3,1048.0,3,9,1960,62.0,43.0,9.0,Пожарського,вулиця,Дніпровський,10.0
675,65000.0,3,1048.0,3,9,1960,62.0,43.0,9.0,Пожарського,вулиця,Деснянський,10.0
676,74000.0,3,1000.0,7,9,1975,74.0,48.0,8.0,Полкова,вулиця,Подільський,18.0
677,66500.0,3,1147.0,3,5,1961,58.0,42.0,7.0,Донця,,,9.0
678,67000.0,2,1218.0,3,16,1993,55.0,30.0,8.0,Палладіна,,,17.0
679,110000.0,2,1630.0,12,24,None,,,37.0,Бойчука,,,
680,127000.0,2,1512.0,14,24,2018,84.0,43.0,14.0,Липківського,,,27.0
681,180000.0,2,1915.0,4,10,2005,94.0,45.0,15.0,Павлівська,вулиця,Шевченківський,34.0
682,63000.0,3,875.0,3,9,1977,72.0,45.0,7.0,Івашкевича,,,20.0
683,42900.0,2,998.0,1,5,None,43.0,29.0,,Іскрівська,вулиця,Солом'янський,
684,95000.0,3,1234.0,16,25,2017,77.0,45.0,12.0,Максимовича,вулиця,Святошинський,20.0
685,255000.0,4,2318.0,3,4,1900,110.0,68.0,13.0,*** not found,,,29.0
686,100357.1,2,1593.0,6,30,None,63.0,35.0,8.0,Драгомирова,,,20.0
687,115000.0,1,2614.0,2,7,2019,44.0,14.0,21.0,Теремківська,вулиця,Голосіївський,9.0
688,113300.0,3,1218.0,15,21,None,93.0,55.0,11.0,Осокорська,вулиця,Дарницький,27.0
689,268000.0,4,1381.0,18,20,2010,194.0,93.0,35.0,Дмитрівська,вулиця,Шевченківський,66.0
689,268000.0,4,1381.0,18,20,2010,194.0,93.0,35.0,Дмитрівська,вулиця,Подільський,66.0
690,140000.0,3,1273.0,3,26,None,110.0,,,Кондратюка,,,
691,146000.0,3,1718.0,1,9,2015,85.0,40.0,17.0,Регенераторна,вулиця,Дніпровський,28.0
692,63000.0,3,900.0,23,23,None,70.0,34.0,14.0,,,,22.0
693,495000.0,3,3367.0,14,23,2014,147.0,50.0,40.0,Глибочицька,вулиця,Шевченківський,57.0
694,275000.0,3,2644.0,5,24,2008,104.0,70.0,14.0,Героїв Сталінграда,проспект,Оболонський,20.0
695,73500.0,2,1361.0,2,9,1966,54.0,32.0,8.0,Борщагівська,вулиця,"Солом'янський, Шевченківський ",14.0
696,57000.0,2,1056.0,7,26,None,54.0,28.0,9.0,Ревуцького,вулиця,Дарницький,17.0
697,121860.0,2,1741.0,2,9,2018,70.0,45.0,14.0,Юнацька,вулиця,Святошинський,11.0
697,121860.0,2,1741.0,2,9,2018,70.0,45.0,14.0,Юнацька,вулиця,Солом'янський,11.0
698,73000.0,2,1000.0,21,25,None,73.0,,,Заболотного,,,
699,39000.0,1,1147.0,3,5,1960,34.0,18.0,8.0,Автозаводська,вулиця,Оболонський,8.0
700,92284.0,2,1138.0,6,34,None,,,,Заболотного,,,
701,210000.0,2,1736.0,14,24,2008,121.0,60.0,30.0,Саксаганського,вулиця,"Голосіївський, Печерський, Шевченківський",31.0
702,139900.0,4,1260.0,6,9,None,111.0,,,Зарічна,вулиця,Дарницький,
703,145000.0,2,1686.0,17,23,2005,86.0,48.0,12.0,*** not found,,,26.0
704,140000.0,2,2188.0,10,14,None,64.0,34.0,15.0,Невська,,,15.0
705,76000.0,3,1086.0,6,9,1980,70.0,34.0,10.0,Героїв Сталінграда,проспект,Оболонський,26.0
706,65500.0,1,1770.0,20,27,2019,37.0,14.0,9.0,Вишняківська,вулиця,Дарницький,14.0
707,796000.0,4,4020.0,7,15,None,198.0,65.0,67.0,Драгомирова,,,66.0
708,97926.0,1,1900.0,9,30,None,,,,Драгомирова,,,
709,46000.0,1,1438.0,2,5,1963,32.0,19.0,6.0,Гавела,,,7.0
710,115000.0,3,1135.0,13,25,2004,,,,Здолбунівська,вулиця,Дарницький,
711,430000.0,3,3909.0,8,22,2014,110.0,62.0,14.0,Драгомирова,,,34.0
712,3210000.0,5,8025.0,10,10,1961,400.0,250.0,50.0,Мечнікова,вулиця,Печерський,100.0
713,475000.0,3,5000.0,3,13,2017,95.0,66.0,13.0,*** not found,,,16.0
714,127900.0,2,1776.0,13,24,2017,72.0,35.0,17.0,Максимовича,вулиця,Святошинський,20.0
715,75000.0,2,1250.0,4,5,1938,60.0,45.0,9.0,Багговутівська,вулиця,Шевченківський,6.0
716,90005.0,None,1915.0,8,15,None,47.0,17.0,20.0,Шолуденка,вулиця,Шевченківський,10.0
717,284999.0,2,3202.0,3,18,2005,89.0,50.0,16.0,Щекавицька,площа,Подільський,23.0
717,284999.0,2,3202.0,3,18,2005,89.0,50.0,16.0,Щекавицька,вулиця,Подільський,23.0
718,51000.0,3,850.0,2,9,1972,60.0,40.0,6.0,Коласа,,,14.0
719,320000.0,3,3107.0,8,24,2013,103.0,,16.0,*** not found,,,
720,43000.0,2,782.0,24,26,None,55.0,,11.0,*** not found,,,
721,91000.0,1,1750.0,33,35,None,52.0,20.0,22.0,Перемоги,площа,Шевченківський,10.0
721,91000.0,1,1750.0,33,35,None,52.0,20.0,22.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",10.0
721,91000.0,1,1750.0,33,35,None,52.0,20.0,22.0,Перемоги,вулиця,Святошинський,10.0
722,185000.0,2,2256.0,6,9,None,82.0,35.0,24.0,*** not found,,,23.0
723,49990.0,3,757.0,8,9,1976,66.0,45.0,8.0,Наумова,,,13.0
724,89000.0,1,2342.0,7,15,None,38.0,20.0,7.0,Перемоги,площа,Шевченківський,11.0
724,89000.0,1,2342.0,7,15,None,38.0,20.0,7.0,Перемоги,проспект,"Шевченківський, Святошинський, Солом'янський",11.0
724,89000.0,1,2342.0,7,15,None,38.0,20.0,7.0,Перемоги,вулиця,Святошинський,11.0
725,170000.0,2,2656.0,5,7,1948,64.0,,9.0,Велика Васильківська,вулиця,"Голосіївський, Шевченківський, Печерський",
726,29256.6,1,978.5,1,5,None,,,,Червоноткацька,,,
727,46500.0,2,1011.0,5,5,1963,46.0,31.0,7.0,Вишгородська,вулиця,"Подільський, Оболонський",8.0
